id,signature,count
2949,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Incomplete|switch=True|type=Free Kick,1
2950,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Incomplete|type=Recovery,1
2951,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Center Attacking Midfield|switch=True,1
2952,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Center Back,1
2953,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Center Forward,1
2954,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Left Center Back|switch=True|type=Free Kick,1
2955,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Out|recipient_position=Right Center Back|switch=True|type=Free Kick,1
2956,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Out|type=Recovery,1
2957,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Unknown|recipient_position=Left Center Back|switch=True|type=Free Kick,1
2958,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Unknown|recipient_position=Left Center Forward,1
2959,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Unknown|recipient_position=Right Back,1
2960,Pass|body_part=Left Foot|cross=True|height=High Pass|outcome=Unknown|recipient_position=Right Wing|switch=True,1
2961,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Center Attacking Midfield,1
2962,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Center Back|switch=True,1
2963,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Center Defensive Midfield|shot_assist=True,1
2964,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Center Defensive Midfield|switch=True,1
2965,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Center Defensive Midfield|type=Recovery,1
2966,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Center Forward|shot_assist=True|type=Free Kick,1
2967,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Center Forward|shot_assist=True|type=Recovery,1
2968,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Center Forward|type=Free Kick,1
2969,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Back,1
2970,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Back|type=Free Kick,1
2971,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Center Back,1
2972,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Center Back|switch=True,1
2973,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Center Back|switch=True|type=Free Kick,1
2974,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Center Back|type=Free Kick,1
2975,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Center Midfield,1
2976,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Center Midfield|shot_assist=True,1
2977,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Center Midfield|switch=True,1
2978,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Defensive Midfield|shot_assist=True,1
2979,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Midfield,1
2980,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Midfield|shot_assist=True|type=Free Kick,1
2981,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Wing Back|shot_assist=True|switch=True,1
2982,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Wing Back|switch=True,1
2983,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Wing|shot_assist=True|type=Free Kick,1
2984,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Wing|shot_assist=True|type=Recovery,1
2985,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Left Wing|type=Free Kick,1
2986,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Attacking Midfield|shot_assist=True,1
2987,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Center Back,1
2988,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Center Back|shot_assist=True|switch=True|type=Free Kick,1
2989,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Center Back|shot_assist=True|type=Recovery,1
2990,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Center Back|switch=True|type=Free Kick,1
2991,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Center Forward|shot_assist=True|type=Free Kick,1
2992,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Midfield|shot_assist=True,1
2993,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Wing Back|shot_assist=True,1
2994,Pass|body_part=Left Foot|cross=True|height=High Pass|recipient_position=Right Wing Back|shot_assist=True|switch=True,1
2995,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Center Forward|switch=True,1
2996,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Center Forward|type=Recovery,1
2997,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Center Midfield,1
2998,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Defensive Midfield,1
2999,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Midfield,1
3000,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Wing,1
3001,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Wing Back,1
3002,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Left Wing|type=Recovery,1
3003,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Wing Back,1
3004,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Incomplete|type=Free Kick,1
3005,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Out|recipient_position=Left Wing|switch=True,1
3006,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Out|recipient_position=Right Attacking Midfield|switch=True,1
3007,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Out|recipient_position=Right Back,1
3008,Pass|body_part=Left Foot|cross=True|height=Low Pass|outcome=Unknown|switch=True,1
3009,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Center Forward,1
3010,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Center Forward|shot_assist=True,1
3011,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Center Forward|shot_assist=True|type=Recovery,1
3012,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Left Center Forward|shot_assist=True,1
3013,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Left Defensive Midfield,1
3014,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Left Defensive Midfield|shot_assist=True,1
3015,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Left Wing Back|shot_assist=True,1
3016,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Right Attacking Midfield|shot_assist=True,1
3017,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Right Center Back|shot_assist=True,1
3018,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Right Center Forward|shot_assist=True,1
3019,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Right Defensive Midfield|shot_assist=True,1
3020,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Right Midfield|switch=True,1
3021,Pass|body_part=Left Foot|cross=True|height=Low Pass|recipient_position=Right Wing,1
3022,Pass|body_part=Left Foot|cut_back=True|goal_assist=True|height=Ground Pass|recipient_position=Right Back,1
3023,Pass|body_part=Left Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Center Attacking Midfield,1
3024,Pass|body_part=Left Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Right Center Midfield,1
3025,Pass|body_part=Left Foot|cut_back=True|height=Ground Pass|outcome=Incomplete|recipient_position=Right Defensive Midfield,1
3026,Pass|body_part=Left Foot|cut_back=True|height=Ground Pass|recipient_position=Left Back|shot_assist=True,1
3027,Pass|body_part=Left Foot|cut_back=True|height=Ground Pass|recipient_position=Left Wing Back,1
3028,Pass|body_part=Left Foot|cut_back=True|height=Ground Pass|recipient_position=Right Center Forward,1
3029,Pass|body_part=Left Foot|cut_back=True|height=Ground Pass|recipient_position=Right Wing|shot_assist=True,1
3030,Pass|body_part=Left Foot|cut_back=True|height=Low Pass|outcome=Incomplete|recipient_position=Right Center Forward,1
3031,Pass|body_part=Left Foot|cut_back=True|height=Low Pass|recipient_position=Center Attacking Midfield|shot_assist=True,1
3032,Pass|body_part=Left Foot|cut_back=True|height=Low Pass|recipient_position=Right Center Forward|shot_assist=True,1
3033,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|outcome=Pass Offside|recipient_position=Center Forward|technique=Through Ball|through_ball=True,1
3034,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Center Attacking Midfield|type=Recovery,1
3035,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Center Back,1
3036,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Center Defensive Midfield,1
3037,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Center Forward|type=Recovery,1
3038,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Left Center Back,1
3039,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Left Midfield,1
3040,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Left Wing,1
3041,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Left Wing Back,1
3042,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Right Attacking Midfield,1
3043,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Right Center Midfield,1
3044,Pass|body_part=Left Foot|deflected=True|height=Ground Pass|recipient_position=Right Wing,1
3045,Pass|body_part=Left Foot|deflected=True|height=High Pass|recipient_position=Left Wing Back,1
3046,Pass|body_part=Left Foot|deflected=True|height=High Pass|recipient_position=Left Wing Back|switch=True,1
3047,Pass|body_part=Left Foot|deflected=True|height=High Pass|recipient_position=Right Back|switch=True,1
3048,Pass|body_part=Left Foot|deflected=True|height=Low Pass|recipient_position=Left Center Back|type=Recovery,1
3049,Pass|body_part=Left Foot|deflected=True|height=Low Pass|recipient_position=Left Center Midfield,1
3050,Pass|body_part=Left Foot|deflected=True|height=Low Pass|recipient_position=Left Wing|type=Recovery,1
3051,Pass|body_part=Left Foot|deflected=True|height=Low Pass|recipient_position=Right Center Midfield,1
3052,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Left Attacking Midfield,1
3053,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Left Back,1
3054,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Left Midfield,1
3055,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Left Midfield|technique=Through Ball|through_ball=True,1
3056,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Left Wing,1
3057,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Left Wing|technique=Through Ball|through_ball=True,1
3058,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Right Attacking Midfield,1
3059,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Right Center Midfield,1
3060,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Right Defensive Midfield,1
3061,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Right Defensive Midfield|type=Recovery,1
3062,Pass|body_part=Left Foot|goal_assist=True|height=Ground Pass|recipient_position=Right Wing,1
3063,Pass|body_part=Left Foot|goal_assist=True|height=High Pass|inswinging=True|recipient_position=Center Forward|technique=Inswinging|type=Corner,1
3064,Pass|body_part=Left Foot|goal_assist=True|height=High Pass|inswinging=True|recipient_position=Left Center Forward|switch=True|technique=Inswinging|type=Corner,1
3065,Pass|body_part=Left Foot|goal_assist=True|height=High Pass|recipient_position=Center Attacking Midfield,1
3066,Pass|body_part=Left Foot|goal_assist=True|height=High Pass|recipient_position=Left Center Midfield|technique=Through Ball|through_ball=True,1
3067,Pass|body_part=Left Foot|goal_assist=True|height=High Pass|recipient_position=Left Wing Back,1
3068,Pass|body_part=Left Foot|goal_assist=True|height=High Pass|recipient_position=Right Midfield|type=Free Kick,1
3069,Pass|body_part=Left Foot|goal_assist=True|height=High Pass|recipient_position=Right Wing|switch=True|technique=Through Ball|through_ball=True|type=Free Kick,1
3070,Pass|body_part=Left Foot|goal_assist=True|height=Low Pass|recipient_position=Center Forward,1
3071,Pass|body_part=Left Foot|goal_assist=True|height=Low Pass|recipient_position=Right Attacking Midfield,1
3072,Pass|body_part=Left Foot|goal_assist=True|height=Low Pass|recipient_position=Right Defensive Midfield,1
3073,Pass|body_part=Left Foot|goal_assist=True|height=Low Pass|recipient_position=Right Wing,1
3074,Pass|body_part=Left Foot|height=Ground Pass|miscommunication=True|outcome=Incomplete|recipient_position=Center Defensive Midfield,1
3075,Pass|body_part=Left Foot|height=Ground Pass|miscommunication=True|outcome=Incomplete|recipient_position=Center Forward,1
3076,Pass|body_part=Left Foot|height=Ground Pass|miscommunication=True|outcome=Incomplete|recipient_position=Center Forward|type=Recovery,1
3077,Pass|body_part=Left Foot|height=Ground Pass|miscommunication=True|outcome=Incomplete|recipient_position=Left Midfield,1
3078,Pass|body_part=Left Foot|height=Ground Pass|miscommunication=True|outcome=Incomplete|recipient_position=Left Wing Back,1
3079,Pass|body_part=Left Foot|height=Ground Pass|miscommunication=True|outcome=Incomplete|recipient_position=Right Defensive Midfield,1
3080,Pass|body_part=Left Foot|height=Ground Pass|miscommunication=True|outcome=Incomplete|recipient_position=Right Wing,1
3081,Pass|body_part=Left Foot|height=Ground Pass|outcome=Incomplete|recipient_position=Center Attacking Midfield|switch=True,1
3082,Pass|body_part=Left Foot|height=Ground Pass|outcome=Incomplete|recipient_position=Center Attacking Midfield|technique=Through Ball|through_ball=True,1
